bookingid_(pnr),reservation_date,cancellation_date,flight_date,origin,destination,routing,flightnumber,revenue_per_booking_(ticket),revenue_per_booking_(ancilliary_pre_check_in),revenue_per_booking_(ancilliary_at_check_in),passengercount,bookingid_norm,total_revenue,routing_canonical,is_cancelled,flight_dow,days_after_booking_to_cancel,days_before_flight_to_cancel,lead_time_days,ancillary_total
711751,2025-04-09,,2025-04-14,FCO,FRA,FCO-FRA,DE1003,120.0,0.0,6.79,1,711751,126.79,FCO-FRA,False,Monday,,,5,6.79
711752,2025-01-31,2025-02-04,2025-03-29,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,3.37,2,711752,139.37,FRA-FCO,True,Saturday,4.0,53.0,57,3.37
711753,2025-01-11,,2025-03-03,FCO,PMO,FCO → PMO,DE1001,76.5,16.48,8.57,1,711753,101.55000000000001,FCO-PMO,False,Monday,,,51,25.05
711754,2025-04-15,,2025-04-16,PMO,FCO,PMO-FCO,DE1002,168.75,8.01,6.23,1,711754,182.98999999999998,PMO-FCO,False,Wednesday,,,1,14.24
711755,2025-03-25,,2025-04-12,FRA,FCO,FRA-FCO,DE1000,136.0,18.08,8.55,2,711755,162.63,FRA-FCO,False,Saturday,,,18,26.63
711756,2025-04-10,,2025-04-14,FCO,FRA,FCO → FRA,DE1003,120.0,14.23,0.0,1,711756,134.23,FCO-FRA,False,Monday,,,4,14.23
711757,2025-03-12,,2025-04-19,FCO,PMO,FCO-PMO,DE1001,191.25,9.2,0.0,2,711757,200.45,FCO-PMO,False,Saturday,,,38,9.2
711758,2025-03-24,,2025-04-13,FCO,PMO,FCO-PMO,DE1001,191.25,9.05,0.0,2,711758,200.3,FCO-PMO,False,Sunday,,,20,9.05
711759,2025-04-02,,2025-04-13,FCO,FRA,FCO-FRA,DE1003,300.0,5.65,4.52,3,711759,310.16999999999996,FCO-FRA,False,Sunday,,,11,10.17
711760,2025-03-02,,2025-03-09,FRA,FCO,FRA-FCO,DE1000,192.0,0.0,8.29,2,711760,200.29,FRA-FCO,False,Sunday,,,7,8.29
711761,2025-03-24,,2025-04-19,FRA,FCO,FRA-FCO,DE1000,85.0,0.0,0.0,1,711761,85.0,FRA-FCO,False,Saturday,,,26,0.0
711762,2025-01-16,,2025-03-06,FCO,PMO,FCO-PMO,DE1001,153.0,12.38,6.5,2,711762,171.88,FCO-PMO,False,Thursday,,,49,18.880000000000003
711763,2025-02-20,,2025-04-18,PMO,FCO,PMO-FCO,DE1002,191.25,16.76,2.44,2,711763,210.45,PMO-FCO,False,Friday,,,57,19.200000000000003
711764,2025-02-09,,2025-04-02,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,8.41,1,711764,84.91,FCO-PMO,False,Wednesday,,,52,8.41
711765,2025-03-12,2025-03-16,2025-03-30,FRA,FCO,FRA → FCO,DE1000,68.0,12.69,9.55,1,711765,90.24,FRA-FCO,True,Sunday,4.0,14.0,18,22.240000000000002
711766,2025-02-20,,2025-04-14,FRA,FCO,FRA-FCO,DE1000,85.0,5.66,8.61,1,711766,99.27,FRA-FCO,False,Monday,,,53,14.27
711767,2025-01-27,,2025-03-14,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,9.24,2,711767,162.24,FCO-PMO,False,Friday,,,46,9.24
711768,2025-04-10,,2025-04-23,PMO,FCO,PMO-FCO,DE1002,112.5,6.96,2.91,1,711768,122.36999999999999,PMO-FCO,False,Wednesday,,,13,9.870000000000001
711769,2025-02-11,,2025-03-02,FCO,FRA,FCO-FRA,DE1003,68.0,13.39,7.61,1,711769,89.0,FCO-FRA,False,Sunday,,,19,21.0
711770,2025-01-23,,2025-03-05,FRA,FCO,FRA-FCO,DE1000,68.0,6.93,0.0,1,711770,74.93,FRA-FCO,False,Wednesday,,,41,6.93
711771,2025-03-19,,2025-03-23,PMO,FCO,PMO → FCO,DE1002,216.0,7.48,8.9,2,711771,232.38,PMO-FCO,False,Sunday,,,4,16.380000000000003
711772,2025-03-03,,2025-03-29,FCO,FRA,FCO-FRA,DE1003,68.0,18.21,0.0,1,711772,86.21000000000001,FCO-FRA,False,Saturday,,,26,18.21
711773,2025-03-05,,2025-03-09,PMO,FCO,PMO → FCO,DE1002,216.0,0.0,9.57,2,711773,225.57,PMO-FCO,False,Sunday,,,4,9.57
711774,2025-03-09,,2025-04-10,FRA,FCO,FRA → FCO,DE1000,204.0,17.34,8.43,3,711774,229.77,FRA-FCO,False,Thursday,,,32,25.77
711775,2025-04-12,,2025-04-25,PMO,FCO,PMO-FCO,DE1002,225.0,7.89,6.69,2,711775,239.57999999999998,PMO-FCO,False,Friday,,,13,14.58
711776,2025-03-01,,2025-03-22,PMO,FCO,PMO → FCO,DE1002,153.0,19.7,5.4,2,711776,178.1,PMO-FCO,False,Saturday,,,21,25.1
711777,2025-03-17,,2025-03-19,FCO,PMO,FCO-PMO,DE1001,135.0,18.73,0.0,1,711777,153.73,FCO-PMO,False,Wednesday,,,2,18.73
711778,2025-03-09,,2025-04-26,PMO,FCO,PMO → FCO,DE1002,95.62,16.85,7.61,1,711778,120.08,PMO-FCO,False,Saturday,,,48,24.46
711779,2025-02-10,,2025-03-05,PMO,FCO,PMO-FCO,DE1002,76.5,11.75,3.91,1,711779,92.16,PMO-FCO,False,Wednesday,,,23,15.66
711780,2025-03-03,,2025-04-27,FRA,FCO,FRA → FCO,DE1000,85.0,14.97,0.0,1,711780,99.97,FRA-FCO,False,Sunday,,,55,14.97
711781,2025-04-16,,2025-04-21,FCO,FRA,FCO-FRA,DE1003,120.0,9.2,2.02,1,711781,131.22,FCO-FRA,False,Monday,,,5,11.219999999999999
711782,2025-04-08,,2025-04-11,FCO,FRA,FCO-FRA,DE1003,120.0,17.31,0.0,1,711782,137.31,FCO-FRA,False,Friday,,,3,17.31
711783,2025-03-03,,2025-03-06,FRA,FCO,FRA-FCO,DE1000,240.0,6.28,5.52,2,711783,251.8,FRA-FCO,False,Thursday,,,3,11.8
711784,2025-04-02,,2025-04-30,FCO,FRA,FCO → FRA,DE1003,68.0,0.0,5.01,1,711784,73.01,FCO-FRA,False,Wednesday,,,28,5.01
711785,2025-03-05,,2025-04-27,FRA,FCO,FRA-FCO,DE1000,85.0,0.0,6.1,1,711785,91.1,FRA-FCO,False,Sunday,,,53,6.1
711786,2025-03-31,,2025-04-17,PMO,FCO,PMO-FCO,DE1002,95.62,6.41,6.57,1,711786,108.6,PMO-FCO,False,Thursday,,,17,12.98
711787,2025-02-22,,2025-04-12,FCO,FRA,FCO → FRA,DE1003,68.0,11.24,3.74,1,711787,82.97999999999999,FCO-FRA,False,Saturday,,,49,14.98
711788,2025-04-01,,2025-04-23,PMO,FCO,PMO-FCO,DE1002,191.25,8.97,0.0,2,711788,200.22,PMO-FCO,False,Wednesday,,,22,8.97
711789,2025-03-08,,2025-04-09,FCO,PMO,FCO-PMO,DE1001,76.5,18.73,6.68,1,711789,101.91,FCO-PMO,False,Wednesday,,,32,25.41
711790,2025-02-16,,2025-03-05,FCO,PMO,FCO-PMO,DE1001,76.5,10.65,5.65,1,711790,92.80000000000001,FCO-PMO,False,Wednesday,,,17,16.3
711791,2025-03-14,,2025-03-28,PMO,FCO,PMO → FCO,DE1002,180.0,8.69,2.28,2,711791,190.97,PMO-FCO,False,Friday,,,14,10.969999999999999
711792,2025-02-23,,2025-03-31,FCO,FRA,FCO-FRA,DE1003,68.0,19.75,7.18,1,711792,94.93,FCO-FRA,False,Monday,,,36,26.93
711793,2025-03-01,,2025-04-12,PMO,FCO,PMO-FCO,DE1002,153.0,10.99,8.85,2,711793,172.84,PMO-FCO,False,Saturday,,,42,19.84
711794,2025-04-07,,2025-04-17,FRA,FCO,FRA-FCO,DE1000,100.0,16.51,2.62,1,711794,119.13000000000001,FRA-FCO,False,Thursday,,,10,19.130000000000003
711795,2025-03-17,,2025-04-20,PMO,FCO,PMO-FCO,DE1002,191.25,6.36,6.47,2,711795,204.08,PMO-FCO,False,Sunday,,,34,12.83
711796,2025-03-16,,2025-04-23,FRA,FCO,FRA-FCO,DE1000,170.0,15.47,0.0,2,711796,185.47,FRA-FCO,False,Wednesday,,,38,15.47
711797,2025-01-16,,2025-03-02,FCO,FRA,FCO-FRA,DE1003,204.0,0.0,6.8,3,711797,210.8,FCO-FRA,False,Sunday,,,45,6.8
711798,2025-03-04,,2025-03-28,FCO,FRA,FCO → FRA,DE1003,68.0,0.0,2.74,1,711798,70.74,FCO-FRA,False,Friday,,,24,2.74
711799,2025-02-17,,2025-03-08,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,4.32,1,711799,80.82,FCO-PMO,False,Saturday,,,19,4.32
711800,2025-02-22,,2025-03-17,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,5.54,1,711800,73.54,FRA-FCO,False,Monday,,,23,5.54
711801,2025-03-17,,2025-04-18,FRA,FCO,FRA → FCO,DE1000,170.0,18.42,3.93,2,711801,192.35000000000002,FRA-FCO,False,Friday,,,32,22.35
711802,2025-02-20,,2025-03-13,FCO,FRA,FCO-FRA,DE1003,136.0,18.23,0.0,2,711802,154.23,FCO-FRA,False,Thursday,,,21,18.23
711803,2025-03-06,,2025-03-12,FCO,FRA,FCO-FRA,DE1003,192.0,15.97,5.88,2,711803,213.85,FCO-FRA,False,Wednesday,,,6,21.85
711804,2025-04-02,,2025-04-25,PMO,FCO,PMO → FCO,DE1002,95.62,7.82,9.03,1,711804,112.47,PMO-FCO,False,Friday,,,23,16.85
711805,2025-02-28,,2025-04-27,FRA,FCO,FRA → FCO,DE1000,170.0,12.51,4.14,2,711805,186.64999999999998,FRA-FCO,False,Sunday,,,58,16.65
711806,2025-01-19,,2025-03-08,FCO,PMO,FCO-PMO,DE1001,76.5,10.13,4.78,1,711806,91.41,FCO-PMO,False,Saturday,,,48,14.91
711807,2025-02-22,,2025-04-20,FCO,PMO,FCO-PMO,DE1001,191.25,10.62,4.88,2,711807,206.75,FCO-PMO,False,Sunday,,,57,15.5
711808,2025-02-14,,2025-03-21,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,8.91,2,711808,144.91,FCO-FRA,False,Friday,,,35,8.91
711809,2025-02-13,,2025-03-08,FCO,FRA,FCO-FRA,DE1003,68.0,5.87,0.0,1,711809,73.87,FCO-FRA,False,Saturday,,,23,5.87
711810,2025-03-07,2025-03-09,2025-03-29,FCO,FRA,FCO-FRA,DE1003,136.0,15.72,5.85,2,711810,157.57,FCO-FRA,True,Saturday,2.0,20.0,22,21.57
711811,2025-02-11,,2025-03-28,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,6.06,2,711811,159.06,PMO-FCO,False,Friday,,,45,6.06
711812,2025-03-22,,2025-04-07,FCO,FRA,FCO → FRA,DE1003,68.0,0.0,4.85,1,711812,72.85,FCO-FRA,False,Monday,,,16,4.85
711813,2025-02-11,,2025-03-26,PMO,FCO,PMO-FCO,DE1002,229.5,12.67,3.45,3,711813,245.61999999999998,PMO-FCO,False,Wednesday,,,43,16.12
711814,2025-03-24,,2025-04-12,PMO,FCO,PMO → FCO,DE1002,229.5,9.82,8.0,3,711814,247.32,PMO-FCO,False,Saturday,,,19,17.82
711815,2025-03-03,,2025-04-27,FRA,FCO,FRA-FCO,DE1000,85.0,14.07,9.01,1,711815,108.08,FRA-FCO,False,Sunday,,,55,23.08
711816,2025-04-23,,2025-04-28,FCO,FRA,FCO-FRA,DE1003,96.0,10.11,5.75,1,711816,111.86,FCO-FRA,False,Monday,,,5,15.86
711817,2025-01-24,,2025-03-02,FCO,PMO,FCO-PMO,DE1001,76.5,11.09,3.33,1,711817,90.92,FCO-PMO,False,Sunday,,,37,14.42
711818,2025-03-14,,2025-03-15,FCO,PMO,FCO → PMO,DE1001,135.0,0.0,4.81,1,711818,139.81,FCO-PMO,False,Saturday,,,1,4.81
711819,2025-03-30,,2025-04-25,FRA,FCO,FRA-FCO,DE1000,170.0,11.1,7.91,2,711819,189.01,FRA-FCO,False,Friday,,,26,19.009999999999998
711820,2025-01-25,,2025-03-05,FCO,FRA,FCO → FRA,DE1003,136.0,16.27,9.24,2,711820,161.51000000000002,FCO-FRA,False,Wednesday,,,39,25.509999999999998
711821,2025-04-04,,2025-04-11,FRA,FCO,FRA-FCO,DE1000,192.0,12.72,5.28,2,711821,210.0,FRA-FCO,False,Friday,,,7,18.0
711822,2025-04-17,,2025-04-20,PMO,FCO,PMO-FCO,DE1002,168.75,9.65,3.82,1,711822,182.22,PMO-FCO,False,Sunday,,,3,13.47
711823,2025-03-20,,2025-03-28,FCO,PMO,FCO → PMO,DE1001,180.0,6.02,5.6,2,711823,191.62,FCO-PMO,False,Friday,,,8,11.62
711824,2025-03-27,,2025-03-29,FCO,PMO,FCO-PMO,DE1001,135.0,0.0,0.0,1,711824,135.0,FCO-PMO,False,Saturday,,,2,0.0
711825,2025-01-27,,2025-03-17,FCO,FRA,FCO-FRA,DE1003,136.0,17.56,0.0,2,711825,153.56,FCO-FRA,False,Monday,,,49,17.56
711826,2025-02-28,,2025-04-11,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,0.0,2,711826,136.0,FCO-FRA,False,Friday,,,42,0.0
711827,2025-03-09,,2025-03-28,FRA,FCO,FRA → FCO,DE1000,68.0,0.0,3.57,1,711827,71.57,FRA-FCO,False,Friday,,,19,3.57
711828,2025-04-07,,2025-04-19,FCO,PMO,FCO-PMO,DE1001,225.0,9.04,7.49,2,711828,241.53,FCO-PMO,False,Saturday,,,12,16.53
711829,2025-02-23,,2025-04-13,PMO,FCO,PMO-FCO,DE1002,95.62,6.78,6.36,1,711829,108.76,PMO-FCO,False,Sunday,,,49,13.14
711830,2025-03-06,,2025-03-21,FRA,FCO,FRA-FCO,DE1000,68.0,8.24,5.72,1,711830,81.96,FRA-FCO,False,Friday,,,15,13.96
711831,2025-04-27,,2025-04-30,FRA,FCO,FRA-FCO,DE1000,120.0,0.0,0.0,1,711831,120.0,FRA-FCO,False,Wednesday,,,3,0.0
711832,2025-02-24,,2025-03-19,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,9.21,1,711832,85.71000000000001,FCO-PMO,False,Wednesday,,,23,9.21
711833,2025-02-25,,2025-03-21,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,5.81,1,711833,82.31,FCO-PMO,False,Friday,,,24,5.81
711834,2025-03-01,,2025-04-06,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,2.65,1,711834,70.65,FRA-FCO,False,Sunday,,,36,2.65
711835,2025-02-05,,2025-03-30,PMO,FCO,PMO-FCO,DE1002,153.0,5.58,5.57,2,711835,164.15,PMO-FCO,False,Sunday,,,53,11.15
711836,2025-03-31,,2025-04-16,PMO,FCO,PMO-FCO,DE1002,95.62,0.0,2.17,1,711836,97.79,PMO-FCO,False,Wednesday,,,16,2.17
711837,2025-01-20,,2025-03-19,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,4.49,1,711837,72.49,FCO-FRA,False,Wednesday,,,58,4.49
711838,2025-02-13,,2025-03-22,FCO,PMO,FCO → PMO,DE1001,76.5,9.92,4.69,1,711838,91.11,FCO-PMO,False,Saturday,,,37,14.61
711839,2025-04-05,,2025-04-24,FCO,PMO,FCO-PMO,DE1001,95.62,15.17,3.81,1,711839,114.60000000000001,FCO-PMO,False,Thursday,,,19,18.98
711840,2025-02-06,,2025-03-19,PMO,FCO,PMO-FCO,DE1002,76.5,5.14,0.0,1,711840,81.64,PMO-FCO,False,Wednesday,,,41,5.14
711841,2025-02-19,,2025-03-31,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,2.24,2,711841,138.24,FRA-FCO,False,Monday,,,40,2.24
711842,2025-02-21,,2025-03-09,FCO,PMO,FCO-PMO,DE1001,229.5,17.43,7.15,3,711842,254.08,FCO-PMO,False,Sunday,,,16,24.58
711843,2025-03-27,,2025-04-04,FCO,FRA,FCO-FRA,DE1003,160.0,14.17,2.33,2,711843,176.5,FCO-FRA,False,Friday,,,8,16.5
711844,2025-04-11,,2025-04-12,FRA,FCO,FRA-FCO,DE1000,120.0,14.87,9.1,1,711844,143.97,FRA-FCO,False,Saturday,,,1,23.97
711845,2025-02-27,,2025-04-20,FCO,FRA,FCO → FRA,DE1003,170.0,5.9,9.26,2,711845,185.16,FCO-FRA,False,Sunday,,,52,15.16
711846,2025-03-04,,2025-04-11,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,6.68,1,711846,74.68,FRA-FCO,False,Friday,,,38,6.68
711847,2025-03-10,,2025-03-23,PMO,FCO,PMO-FCO,DE1002,90.0,0.0,7.16,1,711847,97.16,PMO-FCO,False,Sunday,,,13,7.16
711848,2025-03-15,,2025-04-30,FCO,FRA,FCO-FRA,DE1003,68.0,16.44,6.61,1,711848,91.05,FCO-FRA,False,Wednesday,,,46,23.05
711849,2025-02-26,,2025-03-27,FRA,FCO,FRA-FCO,DE1000,68.0,15.64,2.63,1,711849,86.27,FRA-FCO,False,Thursday,,,29,18.27
711850,2025-02-19,,2025-03-30,FCO,FRA,FCO-FRA,DE1003,68.0,12.76,6.83,1,711850,87.59,FCO-FRA,False,Sunday,,,39,19.59
711851,2025-02-28,,2025-03-31,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,0.0,1,711851,68.0,FCO-FRA,False,Monday,,,31,0.0
711852,2025-02-09,,2025-03-16,FCO,PMO,FCO-PMO,DE1001,76.5,18.76,5.62,1,711852,100.88000000000001,FCO-PMO,False,Sunday,,,35,24.380000000000003
711853,2025-02-26,,2025-04-18,FCO,PMO,FCO → PMO,DE1001,95.62,0.0,0.0,1,711853,95.62,FCO-PMO,False,Friday,,,51,0.0
711854,2025-03-23,,2025-04-28,FRA,FCO,FRA → FCO,DE1000,68.0,0.0,4.91,1,711854,72.91,FRA-FCO,False,Monday,,,36,4.91
711855,2025-02-12,,2025-03-29,FRA,FCO,FRA → FCO,DE1000,68.0,0.0,0.0,1,711855,68.0,FRA-FCO,False,Saturday,,,45,0.0
711856,2025-02-16,,2025-03-14,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,5.65,2,711856,141.65,FRA-FCO,False,Friday,,,26,5.65
711857,2025-03-07,,2025-04-18,FCO,PMO,FCO → PMO,DE1001,191.25,5.18,0.0,2,711857,196.43,FCO-PMO,False,Friday,,,42,5.18
711858,2025-04-10,,2025-04-25,PMO,FCO,PMO-FCO,DE1002,95.62,10.83,0.0,1,711858,106.45,PMO-FCO,False,Friday,,,15,10.83
711859,2025-02-28,2025-03-02,2025-04-09,FCO,PMO,FCO → PMO,DE1001,153.0,10.23,0.0,2,711859,163.23,FCO-PMO,True,Wednesday,2.0,38.0,40,10.23
711860,2025-03-14,,2025-04-07,FCO,PMO,FCO → PMO,DE1001,153.0,0.0,3.06,2,711860,156.06,FCO-PMO,False,Monday,,,24,3.06
711861,2025-02-26,,2025-03-12,FCO,FRA,FCO-FRA,DE1003,80.0,0.0,2.75,1,711861,82.75,FCO-FRA,False,Wednesday,,,14,2.75
711862,2025-01-26,,2025-03-17,FCO,PMO,FCO → PMO,DE1001,76.5,8.69,0.0,1,711862,85.19,FCO-PMO,False,Monday,,,50,8.69
711863,2025-03-19,,2025-04-11,PMO,FCO,PMO-FCO,DE1002,76.5,18.39,8.48,1,711863,103.37,PMO-FCO,False,Friday,,,23,26.87
711864,2025-03-15,,2025-03-16,FCO,PMO,FCO-PMO,DE1001,135.0,13.19,3.84,1,711864,152.03,FCO-PMO,False,Sunday,,,1,17.03
711865,2025-02-24,,2025-03-03,FCO,PMO,FCO → PMO,DE1001,108.0,9.51,4.35,1,711865,121.86,FCO-PMO,False,Monday,,,7,13.86
711866,2025-02-17,,2025-03-19,FRA,FCO,FRA → FCO,DE1000,68.0,6.55,0.0,1,711866,74.55,FRA-FCO,False,Wednesday,,,30,6.55
711867,2025-02-20,,2025-03-26,FCO,FRA,FCO-FRA,DE1003,68.0,19.55,3.82,1,711867,91.36999999999999,FCO-FRA,False,Wednesday,,,34,23.37
711868,2025-03-05,,2025-03-19,FRA,FCO,FRA-FCO,DE1000,80.0,16.33,5.3,1,711868,101.63,FRA-FCO,False,Wednesday,,,14,21.63
711869,2025-04-13,,2025-04-20,PMO,FCO,PMO → FCO,DE1002,135.0,0.0,0.0,1,711869,135.0,PMO-FCO,False,Sunday,,,7,0.0
711870,2025-01-14,,2025-03-06,FRA,FCO,FRA-FCO,DE1000,68.0,5.66,5.45,1,711870,79.11,FRA-FCO,False,Thursday,,,51,11.11
711871,2025-04-06,,2025-04-11,FCO,FRA,FCO-FRA,DE1003,96.0,15.02,7.23,1,711871,118.25,FCO-FRA,False,Friday,,,5,22.25
711872,2025-02-06,,2025-04-05,FCO,FRA,FCO → FRA,DE1003,136.0,19.84,9.13,2,711872,164.97,FCO-FRA,False,Saturday,,,58,28.97
711873,2025-03-12,,2025-03-27,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,5.38,1,711873,81.88,FCO-PMO,False,Thursday,,,15,5.38
711874,2025-03-08,,2025-04-09,FCO,PMO,FCO-PMO,DE1001,229.5,16.93,0.0,3,711874,246.43,FCO-PMO,False,Wednesday,,,32,16.93
711875,2025-03-14,,2025-04-09,FCO,FRA,FCO-FRA,DE1003,136.0,13.34,0.0,2,711875,149.34,FCO-FRA,False,Wednesday,,,26,13.34
711876,2025-01-25,,2025-03-07,FCO,PMO,FCO → PMO,DE1001,153.0,16.01,0.0,2,711876,169.01,FCO-PMO,False,Friday,,,41,16.01
711877,2025-02-25,,2025-04-17,FCO,FRA,FCO → FRA,DE1003,170.0,0.0,6.98,2,711877,176.98,FCO-FRA,False,Thursday,,,51,6.98
711878,2025-03-03,,2025-04-11,FCO,PMO,FCO-PMO,DE1001,76.5,11.33,2.54,1,711878,90.37,FCO-PMO,False,Friday,,,39,13.870000000000001
711879,2025-02-08,,2025-03-05,FRA,FCO,FRA → FCO,DE1000,68.0,0.0,3.71,1,711879,71.71,FRA-FCO,False,Wednesday,,,25,3.71
711880,2025-03-02,,2025-04-12,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,0.0,1,711880,68.0,FRA-FCO,False,Saturday,,,41,0.0
711881,2025-02-20,,2025-03-06,FCO,FRA,FCO-FRA,DE1003,240.0,11.31,0.0,3,711881,251.31,FCO-FRA,False,Thursday,,,14,11.31
711882,2025-03-02,,2025-04-26,PMO,FCO,PMO → FCO,DE1002,191.25,14.2,4.34,2,711882,209.79,PMO-FCO,False,Saturday,,,55,18.54
711883,2025-02-09,,2025-03-08,PMO,FCO,PMO-FCO,DE1002,229.5,18.27,8.07,3,711883,255.84,PMO-FCO,False,Saturday,,,27,26.34
711884,2025-02-27,,2025-03-14,PMO,FCO,PMO-FCO,DE1002,76.5,9.31,4.6,1,711884,90.41,PMO-FCO,False,Friday,,,15,13.91
711885,2025-04-13,,2025-04-23,FCO,FRA,FCO → FRA,DE1003,200.0,0.0,8.9,2,711885,208.9,FCO-FRA,False,Wednesday,,,10,8.9
711886,2025-04-01,,2025-04-19,PMO,FCO,PMO-FCO,DE1002,95.62,12.06,8.28,1,711886,115.96000000000001,PMO-FCO,False,Saturday,,,18,20.34
711887,2025-04-03,,2025-04-05,FCO,PMO,FCO → PMO,DE1001,135.0,0.0,0.0,1,711887,135.0,FCO-PMO,False,Saturday,,,2,0.0
711888,2025-02-17,,2025-03-28,FCO,FRA,FCO → FRA,DE1003,136.0,7.13,7.57,2,711888,150.7,FCO-FRA,False,Friday,,,39,14.7
711889,2025-03-04,,2025-04-23,PMO,FCO,PMO-FCO,DE1002,95.62,0.0,6.27,1,711889,101.89,PMO-FCO,False,Wednesday,,,50,6.27
711890,2025-03-18,,2025-04-28,FRA,FCO,FRA-FCO,DE1000,68.0,5.74,6.67,1,711890,80.41,FRA-FCO,False,Monday,,,41,12.41
711891,2025-02-28,,2025-03-13,FCO,PMO,FCO-PMO,DE1001,90.0,11.17,0.0,1,711891,101.17,FCO-PMO,False,Thursday,,,13,11.17
711892,2025-02-02,,2025-03-26,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,2.97,1,711892,79.47,FCO-PMO,False,Wednesday,,,52,2.97
711893,2025-04-15,,2025-04-21,FCO,PMO,FCO-PMO,DE1001,135.0,14.65,5.52,1,711893,155.17000000000002,FCO-PMO,False,Monday,,,6,20.17
711894,2025-02-13,,2025-04-09,FRA,FCO,FRA-FCO,DE1000,204.0,6.98,5.73,3,711894,216.70999999999998,FRA-FCO,False,Wednesday,,,55,12.71
711895,2025-02-22,,2025-03-15,FCO,FRA,FCO-FRA,DE1003,68.0,11.58,8.89,1,711895,88.47,FCO-FRA,False,Saturday,,,21,20.47
711896,2025-01-10,,2025-03-01,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,0.0,1,711896,76.5,FCO-PMO,False,Saturday,,,50,0.0
711897,2025-03-15,,2025-04-03,PMO,FCO,PMO → FCO,DE1002,76.5,0.0,2.74,1,711897,79.24,PMO-FCO,False,Thursday,,,19,2.74
711898,2025-04-03,,2025-04-25,PMO,FCO,PMO-FCO,DE1002,95.62,10.3,7.27,1,711898,113.19,PMO-FCO,False,Friday,,,22,17.57
711899,2025-03-27,2025-03-29,2025-04-02,FCO,PMO,FCO → PMO,DE1001,216.0,19.09,2.26,2,711899,237.35,FCO-PMO,True,Wednesday,2.0,4.0,6,21.35
711900,2025-03-14,,2025-03-21,FCO,PMO,FCO → PMO,DE1001,108.0,0.0,9.03,1,711900,117.03,FCO-PMO,False,Friday,,,7,9.03
711901,2025-03-11,,2025-04-27,FCO,PMO,FCO-PMO,DE1001,191.25,12.85,3.58,2,711901,207.68,FCO-PMO,False,Sunday,,,47,16.43
711902,2025-02-14,,2025-04-06,FCO,PMO,FCO-PMO,DE1001,76.5,16.39,4.44,1,711902,97.33,FCO-PMO,False,Sunday,,,51,20.830000000000002
711903,2025-02-03,,2025-03-02,FCO,FRA,FCO → FRA,DE1003,136.0,11.4,7.06,2,711903,154.46,FCO-FRA,False,Sunday,,,27,18.46
711904,2025-01-10,,2025-03-09,PMO,FCO,PMO-FCO,DE1002,76.5,14.42,0.0,1,711904,90.92,PMO-FCO,False,Sunday,,,58,14.42
711905,2025-02-04,,2025-03-30,FCO,PMO,FCO-PMO,DE1001,76.5,10.77,7.36,1,711905,94.63,FCO-PMO,False,Sunday,,,54,18.13
711906,2025-03-14,,2025-03-23,FCO,FRA,FCO → FRA,DE1003,80.0,17.5,6.38,1,711906,103.88,FCO-FRA,False,Sunday,,,9,23.88
711907,2025-04-10,,2025-04-11,PMO,FCO,PMO-FCO,DE1002,135.0,12.75,6.49,1,711907,154.24,PMO-FCO,False,Friday,,,1,19.240000000000002
711908,2025-02-27,,2025-04-05,PMO,FCO,PMO → FCO,DE1002,229.5,15.24,3.17,3,711908,247.91,PMO-FCO,False,Saturday,,,37,18.41
711909,2025-03-07,,2025-03-16,FCO,FRA,FCO → FRA,DE1003,80.0,6.27,3.5,1,711909,89.77,FCO-FRA,False,Sunday,,,9,9.77
711910,2025-03-10,,2025-04-07,PMO,FCO,PMO-FCO,DE1002,153.0,13.1,9.02,2,711910,175.12,PMO-FCO,False,Monday,,,28,22.119999999999997
711911,2025-02-14,2025-02-16,2025-03-02,PMO,FCO,PMO-FCO,DE1002,76.5,11.74,0.0,1,711911,88.24,PMO-FCO,True,Sunday,2.0,14.0,16,11.74
711912,2025-02-01,,2025-03-17,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,9.71,2,711912,162.71,PMO-FCO,False,Monday,,,44,9.71
711913,2025-03-23,,2025-04-20,FRA,FCO,FRA-FCO,DE1000,170.0,0.0,3.5,2,711913,173.5,FRA-FCO,False,Sunday,,,28,3.5
711914,2025-01-31,,2025-03-05,FCO,FRA,FCO-FRA,DE1003,68.0,16.43,8.95,1,711914,93.38000000000001,FCO-FRA,False,Wednesday,,,33,25.38
