bookingid_(pnr),reservation_date,cancellation_date,flight_date,origin,destination,routing,flightnumber,revenue_per_booking_(ticket),revenue_per_booking_(ancilliary_pre_check_in),revenue_per_booking_(ancilliary_at_check_in),passengercount,bookingid_norm,routing_canonical,total_revenue
710719,2025-03-10,2025-03-14,2025-03-12,PMO,FCO,PMO-FCO,DE1002,270.0,0.0,0.0,2,710719,PMO-FCO,270.0
710726,2025-03-12,2025-03-14,2025-04-13,FCO,PMO,FCO → PMO,DE1001,95.62,15.5,7.29,1,710726,FCO-PMO,118.41000000000001
710734,2025-04-04,2025-04-08,2025-04-21,FRA,FCO,FRA-FCO,DE1000,85.0,14.57,0.0,1,710734,FRA-FCO,99.57
710760,2025-02-01,2025-02-04,2025-03-02,PMO,FCO,PMO-FCO,DE1002,153.0,7.81,3.07,2,710760,PMO-FCO,163.88
710768,2025-03-10,2025-03-13,2025-03-14,PMO,FCO,PMO-FCO,DE1002,108.0,6.41,0.0,1,710768,PMO-FCO,114.41
710783,2025-01-20,2025-01-22,2025-03-12,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,7.1,2,710783,PMO-FCO,160.1
710785,2025-02-02,2025-02-04,2025-03-28,PMO,FCO,PMO-FCO,DE1002,153.0,9.26,2.71,2,710785,PMO-FCO,164.97
710797,2025-02-16,2025-02-17,2025-03-10,PMO,FCO,PMO → FCO,DE1002,76.5,0.0,9.46,1,710797,PMO-FCO,85.96000000000001
710799,2025-03-21,2025-03-25,2025-04-02,FRA,FCO,FRA → FCO,DE1000,160.0,0.0,8.72,2,710799,FRA-FCO,168.72
710808,2025-02-24,2025-02-26,2025-03-09,FRA,FCO,FRA-FCO,DE1000,240.0,0.0,0.0,3,710808,FRA-FCO,240.0
710819,2025-02-13,2025-02-16,2025-03-08,FCO,FRA,FCO-FRA,DE1003,68.0,19.44,3.38,1,710819,FCO-FRA,90.82
710839,2025-03-18,2025-03-19,2025-04-16,FCO,FRA,FCO-FRA,DE1003,170.0,13.37,8.85,2,710839,FCO-FRA,192.22
710854,2025-03-26,2025-03-28,2025-04-06,FRA,FCO,FRA-FCO,DE1000,160.0,6.16,0.0,2,710854,FRA-FCO,166.16
710860,2025-02-09,2025-02-12,2025-03-06,PMO,FCO,PMO-FCO,DE1002,76.5,12.38,6.6,1,710860,PMO-FCO,95.47999999999999
710866,2025-02-11,2025-02-14,2025-03-13,PMO,FCO,PMO-FCO,DE1002,229.5,16.11,0.0,3,710866,PMO-FCO,245.61
710889,2025-02-08,2025-02-09,2025-03-07,FCO,FRA,FCO-FRA,DE1003,136.0,6.52,3.72,2,710889,FCO-FRA,146.24
710939,2025-01-18,2025-01-22,2025-03-09,FCO,FRA,FCO → FRA,DE1003,68.0,13.41,0.0,1,710939,FCO-FRA,81.41
710969,2025-03-15,2025-03-19,2025-04-10,FRA,FCO,FRA → FCO,DE1000,136.0,9.06,7.48,2,710969,FRA-FCO,152.54
710970,2025-04-08,2025-04-11,2025-04-20,FCO,FRA,FCO → FRA,DE1003,300.0,9.47,0.0,3,710970,FCO-FRA,309.47
711010,2025-03-22,2025-03-24,2025-04-23,FCO,FRA,FCO → FRA,DE1003,170.0,0.0,0.0,2,711010,FCO-FRA,170.0
711023,2025-02-21,2025-02-23,2025-03-13,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,0.0,2,711023,FCO-PMO,153.0
711041,2025-02-26,2025-02-27,2025-04-13,FCO,PMO,FCO-PMO,DE1001,191.25,7.94,2.79,2,711041,FCO-PMO,201.98
711051,2025-03-05,2025-03-08,2025-03-10,FCO,FRA,FCO → FRA,DE1003,96.0,9.04,0.0,1,711051,FCO-FRA,105.03999999999999
711076,2025-01-23,2025-01-26,2025-03-01,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,5.65,2,711076,FCO-PMO,158.65
711094,2025-03-09,2025-03-12,2025-04-28,PMO,FCO,PMO → FCO,DE1002,76.5,5.83,0.0,1,711094,PMO-FCO,82.33
711112,2025-03-09,2025-03-11,2025-04-05,PMO,FCO,PMO-FCO,DE1002,76.5,12.91,8.9,1,711112,PMO-FCO,98.31
711126,2025-03-08,2025-03-11,2025-03-24,PMO,FCO,PMO-FCO,DE1002,153.0,5.35,8.81,2,711126,PMO-FCO,167.16
711158,2025-02-28,2025-03-03,2025-03-06,FCO,PMO,FCO-PMO,DE1001,108.0,19.96,4.45,1,711158,FCO-PMO,132.41
711160,2025-03-19,2025-03-20,2025-03-26,FCO,FRA,FCO-FRA,DE1003,96.0,7.44,2.93,1,711160,FCO-FRA,106.37
711202,2025-03-06,2025-03-08,2025-03-22,FCO,FRA,FCO → FRA,DE1003,136.0,5.0,0.0,2,711202,FCO-FRA,141.0
711214,2025-02-22,2025-02-25,2025-03-23,FCO,FRA,FCO-FRA,DE1003,68.0,6.3,0.0,1,711214,FCO-FRA,74.3
711263,2025-02-13,2025-02-17,2025-04-10,FCO,FRA,FCO-FRA,DE1003,68.0,8.61,6.74,1,711263,FCO-FRA,83.35
711266,2025-01-12,2025-01-15,2025-03-01,FRA,FCO,FRA-FCO,DE1000,136.0,8.01,0.0,2,711266,FRA-FCO,144.01
711269,2025-03-14,2025-03-18,2025-04-20,FCO,PMO,FCO-PMO,DE1001,95.62,9.87,7.87,1,711269,FCO-PMO,113.36000000000001
711345,2025-03-15,2025-03-19,2025-04-24,FCO,FRA,FCO-FRA,DE1003,85.0,17.75,0.0,1,711345,FCO-FRA,102.75
711360,2025-02-27,2025-03-01,2025-04-10,FRA,FCO,FRA-FCO,DE1000,204.0,11.4,4.42,3,711360,FRA-FCO,219.82
711377,2025-02-09,2025-02-13,2025-03-23,PMO,FCO,PMO → FCO,DE1002,76.5,8.19,4.84,1,711377,PMO-FCO,89.53
711419,2025-03-26,2025-03-30,2025-04-30,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,7.62,2,711419,FCO-PMO,160.62
711420,2025-03-27,2025-03-31,2025-04-26,FCO,PMO,FCO-PMO,DE1001,95.62,6.91,8.36,1,711420,FCO-PMO,110.89
711433,2025-03-14,2025-03-16,2025-04-26,FCO,PMO,FCO-PMO,DE1001,286.88,0.0,5.76,3,711433,FCO-PMO,292.64
711464,2025-02-24,2025-02-27,2025-04-13,FCO,PMO,FCO → PMO,DE1001,95.62,0.0,7.01,1,711464,FCO-PMO,102.63000000000001
711550,2025-03-18,2025-03-20,2025-04-11,FCO,PMO,FCO-PMO,DE1001,76.5,5.04,4.14,1,711550,FCO-PMO,85.68
711679,2025-02-08,2025-02-09,2025-03-17,PMO,FCO,PMO → FCO,DE1002,76.5,8.34,9.94,1,711679,PMO-FCO,94.78
711696,2025-01-08,2025-01-12,2025-03-05,FCO,FRA,FCO-FRA,DE1003,136.0,12.96,8.64,2,711696,FCO-FRA,157.60000000000002
711723,2025-01-26,2025-01-30,2025-03-13,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,6.55,1,711723,FCO-FRA,74.55
711725,2025-01-28,2025-01-29,2025-03-20,FCO,FRA,FCO → FRA,DE1003,68.0,19.89,0.0,1,711725,FCO-FRA,87.89
711736,2025-02-08,2025-02-11,2025-03-22,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,4.48,1,711736,PMO-FCO,80.98
711747,2025-03-01,2025-03-05,2025-03-03,PMO,FCO,PMO → FCO,DE1002,270.0,9.51,9.46,2,711747,PMO-FCO,288.96999999999997
711752,2025-01-31,2025-02-04,2025-03-29,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,3.37,2,711752,FRA-FCO,139.37
711765,2025-03-12,2025-03-16,2025-03-30,FRA,FCO,FRA → FCO,DE1000,68.0,12.69,9.55,1,711765,FRA-FCO,90.24
711810,2025-03-07,2025-03-09,2025-03-29,FCO,FRA,FCO-FRA,DE1003,136.0,15.72,5.85,2,711810,FCO-FRA,157.57
711859,2025-02-28,2025-03-02,2025-04-09,FCO,PMO,FCO → PMO,DE1001,153.0,10.23,0.0,2,711859,FCO-PMO,163.23
711899,2025-03-27,2025-03-29,2025-04-02,FCO,PMO,FCO → PMO,DE1001,216.0,19.09,2.26,2,711899,FCO-PMO,237.35
711911,2025-02-14,2025-02-16,2025-03-02,PMO,FCO,PMO-FCO,DE1002,76.5,11.74,0.0,1,711911,PMO-FCO,88.24
711960,2025-02-02,2025-02-06,2025-03-08,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,4.05,2,711960,FCO-FRA,140.05
711969,2025-02-17,2025-02-18,2025-04-03,PMO,FCO,PMO-FCO,DE1002,76.5,18.19,0.0,1,711969,PMO-FCO,94.69
711994,2025-03-01,2025-03-05,2025-03-30,FCO,FRA,FCO → FRA,DE1003,68.0,0.0,2.61,1,711994,FCO-FRA,70.61
712004,2025-03-31,2025-04-01,2025-04-24,FRA,FCO,FRA-FCO,DE1000,170.0,7.88,9.29,2,712004,FRA-FCO,187.17
712041,2025-04-06,2025-04-07,2025-04-07,PMO,FCO,PMO-FCO,DE1002,135.0,19.62,0.0,1,712041,PMO-FCO,154.62
712042,2025-01-18,2025-01-21,2025-03-08,PMO,FCO,PMO → FCO,DE1002,76.5,5.61,6.75,1,712042,PMO-FCO,88.86
712096,2025-01-18,2025-01-19,2025-03-02,PMO,FCO,PMO → FCO,DE1002,76.5,6.73,0.0,1,712096,PMO-FCO,83.23
712099,2025-01-29,2025-01-30,2025-03-27,PMO,FCO,PMO-FCO,DE1002,153.0,18.67,0.0,2,712099,PMO-FCO,171.67000000000002
712146,2025-03-28,2025-04-01,2025-04-06,FCO,PMO,FCO-PMO,DE1001,180.0,9.16,4.58,2,712146,FCO-PMO,193.74
712176,2025-03-25,2025-03-29,2025-04-16,FCO,PMO,FCO-PMO,DE1001,95.62,0.0,5.31,1,712176,FCO-PMO,100.93
712182,2025-02-19,2025-02-21,2025-03-05,PMO,FCO,PMO-FCO,DE1002,90.0,0.0,9.02,1,712182,PMO-FCO,99.02
712186,2025-03-10,2025-03-11,2025-03-24,FCO,FRA,FCO-FRA,DE1003,160.0,17.03,4.99,2,712186,FCO-FRA,182.02
712202,2025-02-22,2025-02-26,2025-03-30,FRA,FCO,FRA-FCO,DE1000,68.0,19.49,0.0,1,712202,FRA-FCO,87.49
712232,2025-03-21,2025-03-22,2025-04-20,FRA,FCO,FRA-FCO,DE1000,85.0,13.55,0.0,1,712232,FRA-FCO,98.55
712245,2025-02-28,2025-03-02,2025-04-03,FRA,FCO,FRA-FCO,DE1000,68.0,12.11,6.87,1,712245,FRA-FCO,86.98
712259,2025-03-04,2025-03-06,2025-04-16,PMO,FCO,PMO-FCO,DE1002,191.25,0.0,6.63,2,712259,PMO-FCO,197.88
712261,2025-03-16,2025-03-20,2025-04-09,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,3.48,1,712261,FRA-FCO,71.48
712267,2025-02-28,2025-03-02,2025-03-07,FCO,PMO,FCO-PMO,DE1001,324.0,16.55,9.24,3,712267,FCO-PMO,349.79
712290,2025-01-25,2025-01-27,2025-03-16,FCO,FRA,FCO-FRA,DE1003,136.0,7.8,3.25,2,712290,FCO-FRA,147.05
712295,2025-02-12,2025-02-14,2025-03-10,FCO,PMO,FCO → PMO,DE1001,153.0,11.78,0.0,2,712295,FCO-PMO,164.78
712302,2025-03-12,2025-03-15,2025-04-19,PMO,FCO,PMO → FCO,DE1002,191.25,12.68,6.49,2,712302,PMO-FCO,210.42000000000002
712314,2025-03-23,2025-03-27,2025-04-13,FCO,PMO,FCO-PMO,DE1001,286.88,5.66,9.97,3,712314,FCO-PMO,302.51000000000005
712360,2025-01-23,2025-01-27,2025-03-03,PMO,FCO,PMO-FCO,DE1002,153.0,19.47,0.0,2,712360,PMO-FCO,172.47
712367,2025-03-08,2025-03-09,2025-03-14,FRA,FCO,FRA-FCO,DE1000,288.0,0.0,0.0,3,712367,FRA-FCO,288.0
712390,2025-03-16,2025-03-19,2025-04-03,FCO,PMO,FCO → PMO,DE1001,76.5,14.9,3.61,1,712390,FCO-PMO,95.01
712411,2025-04-05,2025-04-09,2025-04-21,PMO,FCO,PMO-FCO,DE1002,191.25,10.81,0.0,2,712411,PMO-FCO,202.06
712417,2025-03-11,2025-03-15,2025-03-14,FCO,PMO,FCO-PMO,DE1001,135.0,19.04,2.04,1,712417,FCO-PMO,156.07999999999998
712422,2025-03-29,2025-03-31,2025-04-26,PMO,FCO,PMO-FCO,DE1002,286.88,18.47,0.0,3,712422,PMO-FCO,305.35
712445,2025-02-05,2025-02-08,2025-03-12,FRA,FCO,FRA-FCO,DE1000,136.0,6.2,8.18,2,712445,FRA-FCO,150.38
712485,2025-02-23,2025-02-24,2025-04-09,PMO,FCO,PMO → FCO,DE1002,76.5,7.11,6.83,1,712485,PMO-FCO,90.44
712514,2025-02-24,2025-02-28,2025-03-26,FCO,FRA,FCO-FRA,DE1003,68.0,18.97,8.12,1,712514,FCO-FRA,95.09
712529,2025-03-06,2025-03-08,2025-04-18,FCO,PMO,FCO → PMO,DE1001,95.62,9.76,0.0,1,712529,FCO-PMO,105.38000000000001
712542,2025-03-09,2025-03-13,2025-04-04,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,9.42,2,712542,FRA-FCO,145.42
712606,2025-03-06,2025-03-10,2025-04-06,PMO,FCO,PMO → FCO,DE1002,153.0,0.0,7.01,2,712606,PMO-FCO,160.01
712623,2025-04-04,2025-04-05,2025-04-10,FRA,FCO,FRA-FCO,DE1000,192.0,9.46,0.0,2,712623,FRA-FCO,201.46
712629,2025-03-21,2025-03-23,2025-03-26,FRA,FCO,FRA → FCO,DE1000,192.0,17.49,0.0,2,712629,FRA-FCO,209.49
712646,2025-03-20,2025-03-21,2025-03-28,FRA,FCO,FRA-FCO,DE1000,80.0,19.73,3.75,1,712646,FRA-FCO,103.48
712672,2025-03-17,2025-03-21,2025-03-31,FRA,FCO,FRA → FCO,DE1000,80.0,5.22,0.0,1,712672,FRA-FCO,85.22
712687,2025-02-16,2025-02-18,2025-03-13,FCO,FRA,FCO-FRA,DE1003,136.0,15.26,6.13,2,712687,FCO-FRA,157.39
712730,2025-03-25,2025-03-28,2025-04-10,PMO,FCO,PMO-FCO,DE1002,153.0,0.0,9.4,2,712730,PMO-FCO,162.4
712759,2025-03-14,2025-03-15,2025-04-13,FCO,FRA,FCO-FRA,DE1003,85.0,0.0,6.67,1,712759,FCO-FRA,91.67
712784,2025-02-09,2025-02-13,2025-03-23,FCO,FRA,FCO-FRA,DE1003,68.0,11.8,4.18,1,712784,FCO-FRA,83.97999999999999
712787,2025-02-09,2025-02-10,2025-03-16,FCO,PMO,FCO → PMO,DE1001,153.0,19.44,0.0,2,712787,FCO-PMO,172.44
712808,2025-03-30,2025-04-01,2025-04-25,FRA,FCO,FRA → FCO,DE1000,85.0,5.5,2.57,1,712808,FRA-FCO,93.07
712825,2025-03-01,2025-03-02,2025-03-09,FCO,FRA,FCO-FRA,DE1003,160.0,14.39,7.67,2,712825,FCO-FRA,182.05999999999997
712851,2025-01-28,2025-01-30,2025-03-22,FCO,FRA,FCO-FRA,DE1003,68.0,6.5,3.94,1,712851,FCO-FRA,78.44
712854,2025-03-17,2025-03-18,2025-04-13,FCO,PMO,FCO → PMO,DE1001,191.25,5.61,0.0,2,712854,FCO-PMO,196.86
712874,2025-02-08,2025-02-11,2025-03-26,FCO,FRA,FCO → FRA,DE1003,68.0,0.0,9.81,1,712874,FCO-FRA,77.81
712878,2025-03-25,2025-03-26,2025-03-31,PMO,FCO,PMO-FCO,DE1002,108.0,17.04,6.9,1,712878,PMO-FCO,131.94
712892,2025-02-19,2025-02-21,2025-04-19,FCO,PMO,FCO-PMO,DE1001,95.62,17.48,7.37,1,712892,FCO-PMO,120.47000000000001
712893,2025-02-10,2025-02-14,2025-03-23,PMO,FCO,PMO-FCO,DE1002,76.5,8.19,0.0,1,712893,PMO-FCO,84.69
712918,2025-02-11,2025-02-12,2025-03-20,FCO,PMO,FCO → PMO,DE1001,76.5,14.98,2.29,1,712918,FCO-PMO,93.77000000000001
712948,2025-03-14,2025-03-18,2025-04-11,FCO,PMO,FCO → PMO,DE1001,153.0,18.46,0.0,2,712948,FCO-PMO,171.46
712951,2025-02-27,2025-03-02,2025-03-02,FRA,FCO,FRA → FCO,DE1000,120.0,17.68,2.65,1,712951,FRA-FCO,140.33
712956,2025-03-13,2025-03-14,2025-03-22,PMO,FCO,PMO-FCO,DE1002,180.0,12.43,7.42,2,712956,PMO-FCO,199.85
712991,2025-02-17,2025-02-21,2025-04-05,FCO,PMO,FCO → PMO,DE1001,153.0,12.5,8.71,2,712991,FCO-PMO,174.21
713052,2025-04-04,2025-04-06,2025-04-23,FCO,PMO,FCO-PMO,DE1001,95.62,0.0,0.0,1,713052,FCO-PMO,95.62
713108,2025-02-11,2025-02-13,2025-03-28,FCO,FRA,FCO-FRA,DE1003,136.0,0.0,2.04,2,713108,FCO-FRA,138.04
713111,2025-02-28,2025-03-04,2025-04-25,PMO,FCO,PMO → FCO,DE1002,191.25,0.0,6.93,2,713111,PMO-FCO,198.18
713126,2025-02-17,2025-02-18,2025-03-29,FCO,FRA,FCO-FRA,DE1003,68.0,10.52,0.0,1,713126,FCO-FRA,78.52
713128,2025-01-27,2025-01-28,2025-03-06,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,9.33,1,713128,PMO-FCO,85.83
713180,2025-04-06,2025-04-08,2025-04-12,FCO,PMO,FCO-PMO,DE1001,108.0,12.51,4.39,1,713180,FCO-PMO,124.9
713213,2025-03-08,2025-03-12,2025-04-27,PMO,FCO,PMO-FCO,DE1002,95.62,12.23,3.68,1,713213,PMO-FCO,111.53000000000002
713225,2025-01-23,2025-01-27,2025-03-10,FCO,PMO,FCO → PMO,DE1001,153.0,16.91,8.96,2,713225,FCO-PMO,178.87
713249,2025-02-28,2025-03-02,2025-04-10,FRA,FCO,FRA-FCO,DE1000,68.0,7.36,5.96,1,713249,FRA-FCO,81.32
713275,2025-03-11,2025-03-15,2025-03-27,FCO,FRA,FCO-FRA,DE1003,204.0,0.0,6.44,3,713275,FCO-FRA,210.44
713289,2025-03-26,2025-03-27,2025-04-04,FRA,FCO,FRA → FCO,DE1000,160.0,0.0,2.07,2,713289,FRA-FCO,162.07
713316,2025-01-20,2025-01-24,2025-03-06,FCO,PMO,FCO → PMO,DE1001,76.5,19.31,7.72,1,713316,FCO-PMO,103.53
713323,2025-03-13,2025-03-14,2025-04-06,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,0.0,1,713323,FCO-FRA,68.0
713332,2025-03-23,2025-03-25,2025-04-20,FCO,FRA,FCO-FRA,DE1003,170.0,16.45,4.47,2,713332,FCO-FRA,190.92
713341,2025-02-13,2025-02-17,2025-04-13,FRA,FCO,FRA → FCO,DE1000,85.0,0.0,8.81,1,713341,FRA-FCO,93.81
713351,2025-02-09,2025-02-13,2025-03-14,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,8.13,2,713351,FCO-PMO,161.13
713358,2025-04-13,2025-04-17,2025-04-20,FCO,FRA,FCO-FRA,DE1003,120.0,5.39,8.91,1,713358,FCO-FRA,134.3
713382,2025-03-05,2025-03-07,2025-04-14,FCO,PMO,FCO-PMO,DE1001,191.25,19.3,2.88,2,713382,FCO-PMO,213.43
713397,2025-02-11,2025-02-14,2025-03-20,FRA,FCO,FRA-FCO,DE1000,136.0,0.0,7.37,2,713397,FRA-FCO,143.37
713402,2025-03-23,2025-03-25,2025-04-02,FCO,PMO,FCO-PMO,DE1001,90.0,5.02,2.11,1,713402,FCO-PMO,97.13
713416,2025-03-04,2025-03-07,2025-03-23,FCO,FRA,FCO → FRA,DE1003,68.0,0.0,0.0,1,713416,FCO-FRA,68.0
713446,2025-02-23,2025-02-27,2025-03-08,PMO,FCO,PMO → FCO,DE1002,180.0,0.0,5.6,2,713446,PMO-FCO,185.6
713468,2025-03-01,2025-03-04,2025-04-21,PMO,FCO,PMO-FCO,DE1002,191.25,0.0,3.46,2,713468,PMO-FCO,194.71
713473,2025-04-10,2025-04-14,2025-04-24,FCO,FRA,FCO → FRA,DE1003,200.0,0.0,7.08,2,713473,FCO-FRA,207.08
713476,2025-03-26,2025-03-28,2025-04-13,FCO,FRA,FCO-FRA,DE1003,85.0,0.0,0.0,1,713476,FCO-FRA,85.0
713483,2025-03-11,2025-03-15,2025-04-05,PMO,FCO,PMO-FCO,DE1002,76.5,18.0,4.48,1,713483,PMO-FCO,98.98
713515,2025-04-11,2025-04-12,2025-04-27,PMO,FCO,PMO-FCO,DE1002,286.88,5.24,9.95,3,713515,PMO-FCO,302.07
713566,2025-01-24,2025-01-26,2025-03-09,FCO,FRA,FCO-FRA,DE1003,136.0,17.37,4.41,2,713566,FCO-FRA,157.78
713570,2025-03-02,2025-03-04,2025-04-20,PMO,FCO,PMO-FCO,DE1002,191.25,10.57,6.14,2,713570,PMO-FCO,207.95999999999998
713574,2025-02-10,2025-02-14,2025-04-04,FRA,FCO,FRA-FCO,DE1000,136.0,8.89,0.0,2,713574,FRA-FCO,144.89
713578,2025-01-18,2025-01-21,2025-03-13,FRA,FCO,FRA-FCO,DE1000,204.0,15.04,5.92,3,713578,FRA-FCO,224.95999999999998
713581,2025-02-22,2025-02-25,2025-04-07,FCO,FRA,FCO → FRA,DE1003,136.0,0.0,2.08,2,713581,FCO-FRA,138.08
713604,2025-01-28,2025-01-29,2025-03-14,FRA,FCO,FRA → FCO,DE1000,68.0,7.39,3.26,1,713604,FRA-FCO,78.65
713626,2025-03-09,2025-03-11,2025-03-10,FRA,FCO,FRA-FCO,DE1000,240.0,0.0,4.23,2,713626,FRA-FCO,244.23
713629,2025-03-29,2025-04-01,2025-04-13,PMO,FCO,PMO → FCO,DE1002,191.25,16.59,0.0,2,713629,PMO-FCO,207.84
713642,2025-04-11,2025-04-14,2025-04-24,FCO,PMO,FCO-PMO,DE1001,112.5,18.06,4.66,1,713642,FCO-PMO,135.22
713648,2025-02-20,2025-02-24,2025-03-21,FCO,FRA,FCO-FRA,DE1003,68.0,0.0,4.11,1,713648,FCO-FRA,72.11
713655,2025-04-02,2025-04-04,2025-04-30,FRA,FCO,FRA-FCO,DE1000,136.0,16.61,6.94,2,713655,FRA-FCO,159.55
713666,2025-03-18,2025-03-22,2025-03-31,FCO,FRA,FCO-FRA,DE1003,80.0,0.0,2.06,1,713666,FCO-FRA,82.06
713677,2025-03-04,2025-03-06,2025-03-16,PMO,FCO,PMO → FCO,DE1002,90.0,17.8,7.08,1,713677,PMO-FCO,114.88
713697,2025-02-01,2025-02-03,2025-03-14,PMO,FCO,PMO-FCO,DE1002,76.5,8.02,3.23,1,713697,PMO-FCO,87.75
713709,2025-03-08,2025-03-11,2025-04-24,FRA,FCO,FRA → FCO,DE1000,170.0,12.51,4.9,2,713709,FRA-FCO,187.41
713758,2025-03-05,2025-03-09,2025-03-10,FCO,PMO,FCO-PMO,DE1001,216.0,13.89,4.46,2,713758,FCO-PMO,234.35
713760,2025-03-13,2025-03-14,2025-04-07,FCO,FRA,FCO-FRA,DE1003,136.0,9.99,2.2,2,713760,FCO-FRA,148.19
713766,2025-02-05,2025-02-07,2025-03-27,FCO,FRA,FCO-FRA,DE1003,68.0,14.26,0.0,1,713766,FCO-FRA,82.26
713783,2025-02-27,2025-03-02,2025-04-03,FCO,FRA,FCO-FRA,DE1003,68.0,6.85,0.0,1,713783,FCO-FRA,74.85
713788,2025-03-17,2025-03-19,2025-04-19,PMO,FCO,PMO-FCO,DE1002,95.62,9.46,9.43,1,713788,PMO-FCO,114.51000000000002
713804,2025-03-17,2025-03-19,2025-03-31,FCO,PMO,FCO-PMO,DE1001,180.0,0.0,4.85,2,713804,FCO-PMO,184.85
713868,2025-02-10,2025-02-14,2025-03-31,PMO,FCO,PMO-FCO,DE1002,153.0,14.77,2.35,2,713868,PMO-FCO,170.12
713869,2025-01-14,2025-01-16,2025-03-01,PMO,FCO,PMO-FCO,DE1002,229.5,7.73,5.45,3,713869,PMO-FCO,242.67999999999998
713889,2025-03-02,2025-03-05,2025-04-10,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,9.28,1,713889,FRA-FCO,77.28
713900,2025-04-09,2025-04-12,2025-04-17,FRA,FCO,FRA-FCO,DE1000,200.0,7.09,7.24,2,713900,FRA-FCO,214.33
713950,2025-02-25,2025-03-01,2025-04-04,FCO,PMO,FCO-PMO,DE1001,153.0,0.0,0.0,2,713950,FCO-PMO,153.0
714015,2025-04-11,2025-04-15,2025-04-14,PMO,FCO,PMO-FCO,DE1002,168.75,9.73,0.0,1,714015,PMO-FCO,178.48
714036,2025-02-18,2025-02-22,2025-04-13,FRA,FCO,FRA-FCO,DE1000,255.0,0.0,5.44,3,714036,FRA-FCO,260.44
714050,2025-02-26,2025-03-02,2025-04-13,FCO,FRA,FCO-FRA,DE1003,85.0,11.88,5.81,1,714050,FCO-FRA,102.69
714079,2025-02-25,2025-02-26,2025-03-30,FCO,PMO,FCO-PMO,DE1001,76.5,0.0,0.0,1,714079,FCO-PMO,76.5
714081,2025-02-25,2025-02-26,2025-04-10,FRA,FCO,FRA → FCO,DE1000,136.0,7.47,5.17,2,714081,FRA-FCO,148.64
714091,2025-01-28,2025-02-01,2025-03-15,FRA,FCO,FRA-FCO,DE1000,68.0,0.0,8.74,1,714091,FRA-FCO,76.74
714118,2025-03-06,2025-03-10,2025-04-10,FCO,PMO,FCO → PMO,DE1001,76.5,5.04,4.26,1,714118,FCO-PMO,85.80000000000001
714187,2025-01-19,2025-01-20,2025-03-02,FCO,FRA,FCO → FRA,DE1003,204.0,5.46,9.76,3,714187,FCO-FRA,219.22
714191,2025-03-11,2025-03-14,2025-03-17,FCO,FRA,FCO-FRA,DE1003,96.0,13.63,2.07,1,714191,FCO-FRA,111.69999999999999
714210,2025-01-27,2025-01-29,2025-03-19,PMO,FCO,PMO-FCO,DE1002,76.5,0.0,0.0,1,714210,PMO-FCO,76.5
714217,2025-03-01,2025-03-04,2025-04-05,FRA,FCO,FRA → FCO,DE1000,136.0,6.29,6.58,2,714217,FRA-FCO,148.87
714227,2025-02-11,2025-02-14,2025-03-08,FCO,FRA,FCO-FRA,DE1003,68.0,16.34,6.61,1,714227,FCO-FRA,90.95
714242,2025-04-13,2025-04-15,2025-04-14,PMO,FCO,PMO → FCO,DE1002,168.75,15.83,7.92,1,714242,PMO-FCO,192.5
714309,2025-02-10,2025-02-12,2025-03-19,FCO,FRA,FCO-FRA,DE1003,68.0,10.81,9.63,1,714309,FCO-FRA,88.44
714327,2025-03-20,2025-03-23,2025-04-18,FCO,PMO,FCO → PMO,DE1001,191.25,5.04,2.68,2,714327,FCO-PMO,198.97
714331,2025-02-14,2025-02-17,2025-03-31,PMO,FCO,PMO-FCO,DE1002,229.5,18.76,3.7,3,714331,PMO-FCO,251.95999999999998
714334,2025-04-04,2025-04-07,2025-04-27,FCO,PMO,FCO-PMO,DE1001,191.25,14.27,7.84,2,714334,FCO-PMO,213.36
714363,2025-02-05,2025-02-07,2025-03-29,PMO,FCO,PMO-FCO,DE1002,76.5,17.57,0.0,1,714363,PMO-FCO,94.07
714373,2025-04-04,2025-04-06,2025-04-09,FRA,FCO,FRA → FCO,DE1000,96.0,10.35,0.0,1,714373,FRA-FCO,106.35
714392,2025-02-13,2025-02-14,2025-03-17,FCO,FRA,FCO-FRA,DE1003,68.0,7.01,6.66,1,714392,FCO-FRA,81.67
714393,2025-03-27,2025-03-28,2025-04-07,FCO,FRA,FCO-FRA,DE1003,160.0,12.15,0.0,2,714393,FCO-FRA,172.15
714408,2025-01-28,2025-01-30,2025-03-07,FCO,PMO,FCO-PMO,DE1001,76.5,18.7,9.18,1,714408,FCO-PMO,104.38
714432,2025-03-15,2025-03-17,2025-03-22,FCO,FRA,FCO → FRA,DE1003,192.0,14.66,3.31,2,714432,FCO-FRA,209.97
